50,11,50
973,311,497,1,164,164,612,295,815,684,461
2,9,20,4,20,3,20,10,13,17,18,23
18,2,19,7,13,17,6,8,5,18,4,42
16,9,0,11,7,19,20,6,11,0,2,26
4,12,12,1,12,11,5,12,8,11,19,18
20,4,5,4,7,12,14,15,15,13,6,41
9,4,5,7,11,12,2,11,2,20,7,25
1,13,20,1,5,15,4,14,3,1,6,19
19,7,20,6,18,6,17,14,5,8,11,11
14,4,7,18,19,3,17,8,10,17,1,14
13,16,16,8,12,11,6,15,4,0,6,4
20,19,14,6,13,10,11,17,3,9,4,7
20,8,3,2,18,17,14,12,15,3,2,25
13,11,16,0,4,5,20,11,0,10,7,16
9,0,4,16,0,9,14,3,18,10,3,35
4,16,16,17,15,11,10,19,13,13,18,5
10,15,15,18,15,17,12,11,3,19,9,37
3,17,9,13,11,8,18,16,1,0,1,47
0,19,6,10,11,14,5,16,3,15,9,25
2,7,17,8,12,18,0,7,17,1,3,42
1,2,20,6,14,0,3,17,13,0,13,16
11,7,5,9,8,18,6,19,18,4,7,33
9,19,20,8,1,13,1,9,14,7,3,33
16,9,1,16,6,16,6,20,20,9,7,9
14,15,7,20,2,3,2,4,7,19,15,43
2,19,15,19,2,14,16,16,19,4,1,26
1,16,19,4,10,2,8,8,4,5,14,42
11,19,20,1,15,18,2,15,13,2,11,10
15,0,9,12,12,14,16,17,13,19,7,29
12,20,10,3,16,17,10,7,18,4,6,20
1,12,1,4,20,8,12,17,17,8,19,26
4,1,17,11,16,9,4,2,5,20,13,2
6,7,16,14,11,5,3,20,8,20,7,47
10,8,17,6,10,9,0,16,12,13,8,6
19,16,19,7,14,16,15,7,14,6,18,30
19,18,9,4,1,3,12,11,2,11,16,48
2,2,20,0,8,11,15,16,9,10,0,17
12,16,15,11,16,8,15,20,6,15,2,9
12,13,9,13,6,8,19,4,8,12,13,35
0,13,1,12,16,13,14,6,2,1,20,33
10,6,15,1,19,20,20,4,0,15,12,35
2,10,17,15,15,16,6,0,2,8,3,44
8,13,8,5,7,4,4,10,1,3,7,31
1,20,7,17,18,13,14,8,1,17,20,13
11,12,5,6,16,5,14,12,17,2,2,19
17,3,14,14,8,12,20,19,1,6,20,6
4,13,20,11,9,10,2,16,6,2,17,44
0,6,20,1,15,11,12,6,12,19,8,19
9,3,9,15,11,14,1,7,18,7,14,28
18,19,5,0,0,1,8,0,5,16,4,47
20,17,19,0,4,1,18,15,9,4,2,48
