75,7,50
389,943,297,511,910,685,684
7,8,9,7,6,10,8,48
6,11,1,9,0,10,13,46
0,2,13,10,12,5,12,29
3,6,3,13,1,8,8,15
6,13,3,2,6,10,2,50
9,1,7,13,9,13,7,47
8,2,7,9,0,12,11,17
9,13,4,8,0,3,4,43
12,10,12,5,11,8,5,29
8,1,11,12,8,3,7,11
11,1,4,11,10,0,7,21
4,8,10,7,0,12,3,38
0,8,5,5,5,9,6,45
8,1,10,0,13,9,12,38
4,2,11,6,13,1,12,1
10,3,8,2,3,1,6,11
10,2,2,5,8,12,4,13
6,4,11,4,10,13,8,1
3,12,7,10,7,3,13,7
2,1,12,8,8,3,4,36
8,13,11,9,9,6,12,38
0,13,13,0,11,6,4,18
0,10,3,8,10,2,9,45
4,12,7,6,2,1,13,19
10,5,11,8,7,8,5,5
6,2,11,11,0,0,0,38
9,7,7,2,12,1,9,8
2,13,6,2,11,12,1,27
9,9,6,4,4,4,3,40
8,1,7,7,5,6,3,46
7,6,5,11,8,3,1,26
10,3,9,5,7,9,7,38
1,8,10,8,10,7,12,23
5,13,5,11,8,0,6,37
7,10,8,12,1,13,3,36
1,13,0,11,8,6,8,40
10,1,9,0,13,13,13,50
1,10,2,1,9,7,9,40
7,5,9,1,7,10,7,35
8,6,2,4,3,6,11,29
9,3,6,3,8,7,7,47
0,9,11,13,9,2,5,47
11,2,8,0,6,4,1,7
11,1,6,8,6,1,12,39
3,3,4,9,2,1,4,30
13,1,10,5,7,6,8,33
1,5,8,11,12,3,11,48
12,0,3,7,9,12,4,39
6,6,13,3,10,4,1,46
2,1,2,7,3,12,7,8
0,6,4,6,4,4,7,9
11,12,13,6,9,7,4,6
4,5,11,9,1,7,3,3
8,10,7,12,1,6,3,18
3,8,0,4,10,3,13,30
1,7,11,9,0,3,6,3
4,9,12,6,4,0,10,24
0,13,4,8,0,1,0,46
6,8,8,11,12,1,11,10
9,1,4,13,3,7,5,31
6,10,1,8,4,12,6,34
7,1,6,10,4,9,11,30
1,1,7,5,3,13,13,9
7,7,10,4,13,13,7,21
8,11,2,6,2,9,2,25
1,12,9,6,9,2,13,23
4,6,4,5,6,6,1,47
7,10,4,1,3,10,13,18
2,7,1,6,5,4,8,45
6,5,2,13,3,13,6,35
4,3,8,13,13,1,13,0
7,7,12,2,3,8,13,26
3,1,5,8,7,11,10,4
6,7,10,11,3,11,7,40
11,6,12,6,4,11,968,12
