20,12,50
305,847,430,714,156,304,981,320,762,133,416,7
50,22,37,2,44,6,8,15,24,38,9,42,25
8,14,43,26,42,44,39,42,2,3,19,17,14
38,30,12,23,4,34,16,27,49,37,29,1,13
8,44,15,21,31,27,7,13,33,13,23,37,14
10,25,13,9,9,50,47,16,24,32,10,46,45
9,48,5,42,50,33,48,9,7,4,45,28,7
2,24,17,35,0,42,1,46,42,35,1,41,6
30,31,19,11,25,36,15,48,3,26,23,26,17
14,19,20,2,18,27,24,2,16,46,29,27,7
16,15,48,17,3,35,2,47,23,26,50,47,33
50,3,25,3,35,47,8,2,24,47,24,23,39
14,26,21,8,21,19,20,37,41,36,22,49,23
9,38,50,12,47,17,25,27,26,27,2,37,40
27,37,21,20,7,21,20,44,46,43,47,50,5
17,19,2,28,24,50,29,43,8,42,27,6,49
47,44,13,2,16,2,31,45,47,26,46,46,34
29,48,26,28,10,23,17,49,17,45,45,39,45
19,6,32,14,7,4,37,36,14,12,35,30,12
27,19,37,38,31,25,26,27,44,12,10,50,25
37,44,16,35,42,41,10,2,13,46,43,31,31
