60,6,50
188,567,855,316,77,399
4,7,8,3,9,3,41
16,16,12,5,13,11,1
4,12,6,6,5,14,2
3,11,12,0,16,15,46
3,5,7,9,0,14,20
5,12,11,5,12,12,46
7,4,12,5,9,15,6
1,13,11,5,12,1,26
14,6,2,10,7,16,31
4,13,10,12,5,0,28
13,12,7,11,13,0,48
12,13,6,16,5,13,35
8,10,1,6,5,13,34
9,8,7,5,12,13,9
2,14,3,9,9,5,13
3,6,4,0,16,7,45
4,8,13,2,5,7,7
2,11,5,8,7,15,31
11,12,11,10,11,11,1
16,1,14,15,7,13,3
11,3,10,0,2,13,29
9,0,3,5,14,1,23
7,14,5,3,10,2,37
10,2,6,15,16,7,19
10,16,2,13,15,8,49
3,10,15,1,4,7,8
11,2,12,14,15,0,17
11,10,7,4,16,2,20
9,12,5,1,1,1,34
8,1,6,4,11,14,1
5,10,11,2,7,14,11
1,10,10,7,3,10,37
7,4,12,0,2,0,44
12,9,0,5,13,4,47
2,9,10,4,1,2,15
7,7,5,15,13,7,22
13,3,1,0,10,9,18
16,9,0,10,16,12,35
4,0,5,1,16,7,25
6,14,10,7,7,6,48
12,12,12,8,11,15,29
14,8,15,14,2,2,20
10,9,12,2,8,14,0
7,16,11,5,11,14,11
15,8,8,2,1,12,29
6,9,8,16,3,8,36
13,5,4,11,8,6,42
11,10,5,6,0,3,1
3,6,7,15,0,10,50
5,1,1,7,15,3,19
10,6,1,2,9,16,47
1,2,3,11,3,6,16
15,4,7,15,1,0,14
1,4,11,11,2,16,43
6,9,7,16,12,12,19
9,11,10,0,7,7,50
0,7,4,11,9,1,29
16,1,15,3,6,2,29
1,9,13,8,15,11,19
4,3,5,1,1,4,22
