15,12,50
858,821,457,551,526,120,817,35,621,472,491,901
6,38,47,13,28,7,20,0,58,18,24,30,48
50,40,61,28,57,65,31,27,55,66,59,7,9
7,58,11,62,24,7,41,46,8,40,65,6,50
21,54,7,32,42,31,41,53,62,5,53,9,7
60,15,5,36,16,27,2,37,41,45,55,46,25
25,45,17,32,22,15,35,5,44,57,51,25,39
33,20,26,59,52,55,11,19,63,10,59,28,34
63,31,6,49,10,55,24,29,56,65,32,49,15
57,21,52,39,1,35,63,13,34,27,18,66,47
32,47,64,48,62,23,48,39,53,39,26,24,17
12,38,4,41,42,13,54,32,51,19,11,60,38
38,37,51,45,6,57,49,54,29,11,31,13,44
41,6,51,31,0,51,6,65,18,40,47,28,5
62,9,30,25,1,7,19,11,41,29,3,22,2
35,55,40,49,66,46,66,57,46,15,33,508,40
