85,6,50
991,296,219,948,143,658
2,8,10,6,2,6,5
8,11,6,6,3,7,11
4,6,10,6,6,11,33
7,7,2,0,8,5,49
0,4,5,9,1,7,30
4,4,6,1,7,5,44
2,1,6,8,0,9,49
1,7,9,7,2,6,9
2,7,7,1,7,7,26
0,4,9,10,8,10,13
7,9,0,6,7,8,9
0,4,5,9,10,1,45
4,11,5,9,5,10,31
1,8,8,7,0,10,11
10,11,4,6,0,11,34
8,3,0,3,10,4,6
6,6,10,8,1,11,27
9,9,6,9,2,0,24
1,2,11,1,9,0,46
3,4,9,3,3,11,32
1,5,10,3,1,7,31
10,3,11,6,10,11,50
2,8,2,8,4,1,29
9,1,8,9,3,10,35
7,9,7,9,9,9,26
0,4,7,4,2,1,42
1,6,2,4,11,10,3
11,4,10,3,2,7,42
0,6,7,6,7,3,44
2,7,2,4,7,3,43
10,1,11,7,11,5,17
3,0,4,5,4,9,5
6,10,11,3,0,8,41
10,5,5,10,4,8,38
0,7,8,8,6,2,37
8,3,4,8,7,8,19
2,5,2,9,8,7,34
11,3,2,2,2,1,37
6,3,3,4,9,1,13
5,7,6,9,7,6,9
7,10,4,7,5,0,9
10,1,3,8,5,8,49
8,9,5,2,5,6,44
4,2,1,6,5,11,38
8,2,5,0,8,5,3
0,11,0,0,1,10,45
5,2,8,9,9,0,33
9,4,9,8,1,5,5
1,7,4,5,8,8,3
10,9,5,4,8,6,16
8,2,11,9,0,9,40
0,8,3,3,3,11,35
10,4,0,8,4,11,9
9,4,1,5,3,4,2
4,2,5,7,8,0,12
6,1,3,2,1,2,39
3,2,5,10,7,3,29
4,10,9,0,3,4,35
0,0,9,4,11,8,42
2,10,0,9,2,0,10
11,10,11,2,5,5,48
4,1,8,9,10,8,2
10,8,4,8,5,0,39
4,3,6,8,6,0,6
7,8,0,10,1,5,28
11,1,7,6,5,10,27
11,9,5,7,11,7,19
10,10,4,1,8,6,20
1,7,7,5,5,8,12
8,11,4,2,8,5,6
4,4,6,4,6,2,46
3,5,1,2,7,1,37
5,8,1,5,9,1,32
1,1,3,11,4,5,39
7,0,7,9,6,7,38
0,9,8,8,1,1,26
4,3,2,2,11,8,9
9,10,0,4,3,10,39
1,10,7,6,7,4,28
4,7,6,7,8,9,33
7,5,3,8,1,7,42
1,10,4,2,2,6,27
10,11,5,9,4,7,17
10,2,11,11,11,1,48
1,6,10,2,5,437,37
