90,6,50
690,603,93,1,706,141
3,0,0,2,1,6,9
8,9,8,6,4,2,36
0,9,7,1,6,11,30
9,9,10,6,11,10,15
0,4,8,10,7,10,41
0,7,1,2,1,11,48
0,5,10,2,3,2,50
2,11,6,7,5,4,17
9,2,2,8,2,3,26
7,9,4,3,1,0,2
7,2,5,2,10,0,37
0,6,2,2,6,5,45
5,2,9,7,8,4,38
9,6,3,11,8,10,18
11,11,2,8,2,5,6
1,4,8,8,1,9,10
3,2,0,3,8,7,34
9,5,11,10,4,0,9
0,11,2,1,0,1,30
8,4,4,0,10,4,13
6,1,9,7,4,5,10
6,2,0,10,0,6,15
3,1,3,1,0,6,43
9,6,10,9,9,8,24
9,4,4,4,5,11,46
8,7,4,10,0,4,20
2,0,9,5,8,4,3
9,1,7,7,9,2,23
10,2,10,6,6,4,45
4,3,0,8,4,1,47
10,7,2,5,9,9,30
9,3,9,8,4,7,17
3,0,7,2,3,4,37
1,5,5,9,9,10,25
1,0,6,8,10,6,11
8,1,11,3,10,10,28
1,2,8,8,2,7,5
0,3,11,10,1,4,16
3,0,2,9,2,2,24
2,0,1,1,8,4,23
4,9,5,5,8,10,32
7,0,9,4,6,4,39
3,6,8,0,8,5,19
10,3,7,8,7,7,8
3,1,2,7,9,9,12
5,4,9,8,1,5,30
9,0,0,2,6,4,8
10,1,1,10,9,4,37
5,7,4,7,8,10,48
8,8,3,8,10,7,13
3,9,9,1,7,10,30
10,8,6,6,2,4,41
4,10,6,3,9,4,37
6,9,7,4,11,11,3
4,5,11,2,6,1,27
6,11,1,0,7,8,23
9,7,11,9,4,11,11
6,8,11,8,6,2,12
4,2,6,7,4,3,4
5,9,5,9,10,7,47
4,8,11,4,4,6,9
3,10,1,10,3,2,48
1,5,6,8,10,11,31
1,3,10,9,2,0,8
5,6,9,9,11,10,16
2,4,2,3,11,2,8
5,8,2,2,11,8,34
11,11,9,9,2,5,48
6,9,8,4,0,10,19
8,7,4,7,9,1,29
4,0,11,6,0,4,40
0,10,4,7,3,11,45
7,3,11,0,10,3,9
0,2,5,2,2,2,40
4,1,11,4,1,4,38
9,3,6,0,2,2,22
11,11,4,7,10,6,6
10,7,0,9,7,6,15
4,4,9,7,8,11,25
9,8,10,4,6,10,32
1,0,8,11,7,8,13
0,6,7,8,9,2,10
5,2,1,7,3,11,31
11,2,9,5,11,11,12
7,9,10,5,5,9,42
2,3,9,10,10,11,19
11,11,7,1,2,3,50
5,11,2,10,4,6,20
1,3,1,11,4,0,42
5,7,10,7,10,2,30
