25,6,50
922,862,996,103,118,1000
9,20,13,22,36,39,36
7,16,37,39,1,20,13
35,17,7,0,7,18,26
16,36,35,18,34,10,40
36,27,37,34,16,9,22
6,39,4,14,34,4,19
39,4,30,19,11,5,50
26,0,1,4,28,40,36
12,24,36,20,15,19,37
34,16,19,27,4,29,12
35,0,36,14,6,15,35
23,7,13,23,25,15,12
11,9,32,31,32,8,8
29,14,6,27,8,33,12
13,35,34,26,17,6,46
32,27,6,5,10,18,18
38,1,8,40,1,38,26
37,5,10,29,9,16,0
20,25,21,25,0,14,14
40,5,24,0,31,21,29
26,24,23,30,37,27,26
29,2,7,28,3,16,15
22,37,14,38,4,27,26
24,4,17,23,17,39,41
23,15,14,36,25,1017,42
