35,5,50
678,829,918,422,8
10,18,3,15,3,31
9,13,24,13,19,18
15,16,5,20,26,44
23,19,23,12,22,25
5,3,26,13,6,0
28,25,16,3,9,6
4,9,20,0,5,22
3,2,0,25,13,35
5,16,14,11,12,5
6,18,19,12,27,5
27,22,6,6,5,10
0,14,28,24,19,46
13,27,2,25,9,1
24,17,21,2,25,46
4,9,4,16,19,44
16,8,5,4,1,26
24,1,15,25,15,35
14,26,7,13,6,1
20,0,3,6,0,23
13,7,9,4,17,12
24,9,20,28,25,40
2,15,3,10,23,27
16,11,24,9,11,15
23,8,15,22,23,48
21,23,11,3,10,29
3,14,2,7,23,39
26,12,12,4,13,34
5,25,2,2,4,46
22,15,20,19,7,23
18,19,10,12,10,25
20,1,21,15,9,12
5,3,4,18,25,36
18,10,21,4,0,24
4,28,12,17,6,14
12,20,10,26,561,2
