30,7,50
551,349,341,79,274,405,953
16,12,30,12,3,6,22,37
20,20,8,19,2,10,33,12
3,18,4,24,16,9,5,40
7,20,17,32,22,30,27,38
9,5,1,14,20,9,18,31
9,21,13,30,21,10,19,19
5,3,19,7,28,15,22,50
6,9,33,13,21,24,25,42
24,31,32,3,19,31,18,20
12,12,14,15,1,26,2,15
24,14,28,2,23,5,33,6
19,30,33,1,24,20,11,28
9,31,6,13,15,17,32,42
9,28,7,8,21,9,33,0
2,31,14,27,23,11,9,28
32,24,24,10,19,13,4,13
7,24,1,16,30,0,6,45
16,18,25,4,33,9,14,11
1,27,26,16,23,16,26,45
7,17,29,10,29,20,13,2
16,1,32,25,26,27,22,39
26,7,15,4,27,32,0,42
11,32,4,26,2,18,7,44
19,16,4,27,5,10,22,33
16,7,16,6,13,29,20,16
29,20,27,10,20,21,11,25
6,8,1,10,13,3,21,0
4,12,9,26,29,8,9,27
28,16,11,18,26,1,12,33
31,14,27,1,26,32,4,1
