60,6,50
687,930,85,792,157,200
13,0,0,8,1,15,32
8,14,0,15,12,13,35
0,9,14,4,2,5,45
11,5,14,8,2,15,30
0,6,2,13,0,11,3
16,1,6,8,1,9,45
16,9,5,3,11,6,5
10,4,6,12,2,2,29
9,2,10,5,5,11,37
2,0,11,7,5,13,40
2,0,15,3,7,12,0
5,8,13,15,15,4,37
0,15,11,3,3,7,10
6,13,6,15,11,0,5
0,9,15,1,11,10,34
3,1,13,2,2,5,29
10,0,5,1,1,16,16
3,13,2,2,6,3,20
14,3,0,7,11,16,8
14,14,3,8,0,4,46
12,8,5,10,11,16,40
8,7,6,13,12,9,42
5,0,12,7,16,8,31
3,15,0,14,8,2,24
10,13,12,8,12,2,0
13,9,5,12,15,0,26
7,10,1,16,6,5,31
4,11,7,16,12,8,25
11,14,1,7,3,16,43
3,14,12,3,13,2,36
14,8,8,8,3,13,6
15,5,4,6,10,3,1
0,0,11,5,1,14,2
10,5,9,8,9,6,27
9,10,14,13,12,12,20
6,5,1,12,2,0,23
12,5,3,8,6,4,32
3,6,1,16,7,11,9
15,0,11,15,1,16,34
9,10,13,8,5,3,31
8,6,6,11,13,3,41
11,8,9,3,10,9,29
9,7,5,12,11,9,3
8,1,15,8,13,1,11
7,1,0,1,16,14,19
11,1,6,15,6,5,34
9,2,11,8,15,8,39
14,3,3,4,10,4,20
11,8,12,15,9,11,34
8,3,5,4,4,8,49
0,5,8,8,2,4,29
12,12,12,14,4,3,44
8,9,4,6,14,9,41
9,1,9,15,14,9,10
11,16,2,12,0,13,32
10,11,10,10,10,8,48
4,10,16,2,13,2,31
1,5,3,9,1,15,35
9,10,9,10,4,4,35
0,11,4,4,6,104,17
