60,7,50
347,916,595,192,363,453,148
9,15,7,8,9,14,2,28
2,13,7,3,15,10,0,42
4,13,13,6,6,11,0,22
8,2,0,5,9,11,16,50
0,5,16,7,8,9,7,21
7,10,2,12,15,0,1,41
15,2,5,3,1,11,7,20
5,16,13,16,7,5,12,27
1,8,3,3,15,15,8,47
15,3,11,1,3,8,3,1
8,5,7,11,4,8,10,23
6,14,11,1,1,14,2,31
6,4,0,1,5,3,0,10
10,11,16,5,8,5,3,18
11,3,1,0,7,10,6,43
1,15,13,13,0,7,0,48
1,11,12,7,0,10,0,4
8,3,16,5,9,7,12,20
5,5,15,16,8,4,16,29
11,3,1,14,2,5,15,25
2,0,0,10,9,7,14,33
14,14,12,14,8,2,5,22
14,8,15,8,4,7,6,38
5,14,3,5,6,14,2,19
10,16,16,6,8,5,11,32
2,12,15,15,6,3,3,23
16,3,5,0,6,14,14,38
4,0,11,6,6,9,15,48
11,9,6,13,2,8,6,0
15,16,10,9,12,2,7,34
15,4,7,5,10,6,8,32
0,11,11,15,14,11,3,38
14,0,5,12,1,2,12,47
0,9,16,11,14,16,6,25
4,10,6,6,15,4,11,33
1,8,7,1,0,6,4,3
2,15,4,8,13,6,11,13
5,0,5,4,11,11,12,25
3,10,8,13,14,6,9,40
5,15,2,10,14,14,3,41
14,14,13,12,5,5,10,29
16,16,14,9,6,7,15,26
9,9,2,12,5,4,10,11
2,7,12,6,4,1,4,34
5,6,9,7,16,12,11,7
12,7,15,5,11,10,2,26
14,4,4,9,2,7,10,14
1,11,15,4,11,7,2,50
5,2,12,7,0,9,2,49
1,6,6,15,9,4,9,13
3,2,11,11,9,15,9,29
10,1,11,7,6,12,13,43
16,2,0,0,13,9,14,8
11,12,11,15,11,3,7,32
0,5,9,16,4,1,15,20
10,1,6,0,2,5,8,50
13,15,12,4,5,3,13,33
12,1,12,12,14,1,8,39
6,4,4,5,6,16,4,35
11,11,9,5,16,8,12,21
