35,5,50
663,843,832,283,215
15,12,18,8,7,37
3,21,16,12,22,49
19,11,1,12,4,9
24,11,6,16,15,15
20,10,5,7,22,25
8,17,10,14,5,27
11,19,3,24,26,50
19,1,14,12,24,20
22,4,13,20,1,48
17,3,22,11,17,37
6,0,24,25,5,44
4,15,19,4,20,44
6,21,3,19,1,0
3,5,19,15,22,49
7,7,8,26,24,13
23,4,13,10,8,37
10,24,11,25,13,39
20,2,27,3,20,6
5,26,21,10,27,6
16,17,7,7,23,8
2,22,16,28,14,1
21,24,19,16,25,10
15,24,18,24,0,43
2,0,23,27,9,5
28,4,21,2,2,9
8,14,2,3,8,16
15,12,6,25,5,38
6,8,28,17,3,11
14,6,16,26,13,40
9,23,15,24,22,18
25,23,15,14,15,9
7,25,3,26,16,34
11,7,26,0,2,31
11,28,25,0,13,0
22,13,24,5,432,26
