65,9,50
182,852,11,506,580,251,866,987,550
9,15,0,2,0,7,14,2,10,35
3,9,6,4,13,10,7,1,2,6
12,3,7,4,2,3,14,9,9,40
15,8,4,7,10,2,5,11,11,43
8,8,15,2,14,14,7,2,13,29
11,5,6,8,1,12,8,14,14,21
3,8,11,8,15,1,12,11,14,36
13,4,15,14,13,7,4,14,0,31
7,7,0,6,8,4,4,10,10,23
3,4,15,6,10,1,1,6,13,15
3,6,11,0,7,1,5,15,1,37
0,5,11,5,8,12,10,1,7,33
1,6,7,9,5,6,4,11,2,11
6,9,12,13,13,14,7,9,14,17
11,15,14,2,2,9,12,15,4,37
3,9,6,3,15,13,14,15,1,43
10,0,14,14,1,0,13,7,9,49
0,9,11,0,2,10,5,12,3,36
14,9,0,10,15,1,6,8,0,38
7,14,1,6,14,13,10,7,0,1
4,7,5,11,10,7,5,7,10,0
6,14,1,5,5,1,6,8,2,34
5,15,1,8,15,6,14,13,15,41
1,8,1,13,2,1,14,12,15,6
11,15,12,9,3,0,10,7,1,15
11,5,3,6,5,3,12,9,5,34
9,1,6,0,6,8,2,1,1,28
7,14,15,14,14,2,13,4,8,8
10,0,10,6,4,7,11,5,0,49
12,0,14,3,7,2,12,0,10,41
9,15,6,8,13,13,3,0,8,30
7,13,8,2,7,15,15,9,13,21
3,8,10,4,8,9,13,6,11,48
5,4,0,14,4,7,15,2,4,11
10,2,14,14,3,12,9,7,11,22
0,4,14,4,8,9,13,11,0,35
11,7,9,7,13,10,8,1,12,32
9,12,13,13,6,13,3,7,9,6
2,4,15,0,7,2,13,7,7,17
7,6,5,5,14,5,8,12,10,49
12,1,9,10,7,0,7,2,15,26
14,5,11,11,15,4,7,11,2,11
12,2,11,1,15,0,14,6,9,45
3,11,7,10,13,13,2,2,8,43
1,15,1,10,14,5,11,8,7,29
15,0,6,8,3,15,3,0,14,28
8,1,11,11,5,11,12,14,5,50
1,15,0,12,10,0,3,9,9,44
13,14,11,10,12,9,8,7,7,30
8,2,13,5,9,6,14,10,15,46
8,7,11,7,5,10,0,12,2,3
1,1,3,7,14,13,6,14,1,1
5,14,4,14,0,14,6,7,10,25
14,7,2,9,14,6,6,1,11,13
3,13,12,7,0,12,2,2,11,11
7,6,4,13,10,12,9,5,9,35
1,5,0,0,13,10,1,2,12,22
4,11,14,14,2,12,12,3,12,20
5,4,2,13,12,0,0,6,0,23
11,4,12,0,13,5,0,4,13,40
15,10,3,13,12,9,10,10,14,13
7,0,11,4,9,14,4,0,1,1
13,12,4,1,1,11,14,1,3,3
10,7,8,11,15,7,3,5,13,45
0,10,9,9,5,8,4,1,357,2
