90,5,50
844,346,396,698,533
3,7,0,4,2,12
6,3,10,7,9,19
9,4,0,7,4,11
9,1,1,3,9,13
8,9,2,8,9,6
5,11,4,2,10,15
3,9,10,1,0,13
7,2,10,7,10,8
2,9,10,8,9,49
11,0,0,5,9,43
3,2,2,6,2,29
1,4,8,2,4,38
5,2,1,1,11,36
8,8,1,3,8,20
3,3,7,6,8,36
7,7,8,4,11,47
4,8,5,7,4,8
9,11,5,2,9,30
11,2,6,4,4,34
7,0,6,0,2,31
9,11,4,3,9,20
0,1,11,11,10,42
9,5,7,6,3,45
4,11,7,6,4,22
4,6,4,5,3,40
6,7,2,9,4,38
5,9,5,8,2,36
8,7,0,8,7,31
3,7,7,6,6,43
3,5,5,7,9,15
1,7,8,10,5,48
7,0,5,11,6,34
2,3,3,5,8,45
6,11,6,4,8,20
1,9,9,0,2,19
0,10,9,6,5,48
2,1,5,8,5,33
11,2,10,0,3,5
9,11,2,8,0,49
5,5,3,4,7,5
7,0,4,5,6,47
11,6,10,3,10,23
4,8,5,4,11,30
4,2,9,4,1,31
4,11,1,4,1,44
5,3,6,0,0,34
9,1,4,6,1,39
6,5,11,3,10,19
0,2,10,10,10,14
10,11,7,9,7,32
3,3,0,11,0,27
6,3,2,2,3,21
10,5,1,6,5,21
4,9,6,11,1,42
4,7,0,1,1,45
9,4,0,6,6,28
8,10,1,5,4,29
11,1,1,8,0,17
7,11,1,7,5,31
2,4,8,2,1,16
1,10,2,3,4,22
1,9,11,9,5,48
4,9,6,7,4,25
1,4,0,6,3,7
4,7,11,10,6,38
4,11,7,1,2,10
0,1,4,11,4,14
6,4,5,7,3,47
1,4,10,1,9,19
0,10,0,2,1,35
1,9,5,11,4,45
1,8,0,4,6,25
1,10,4,5,4,50
10,1,8,4,1,42
10,2,2,7,0,30
9,10,1,5,0,26
4,7,3,8,7,41
9,0,10,8,11,5
9,10,3,8,10,17
0,0,6,8,4,38
1,0,6,2,4,50
9,4,2,7,8,49
6,11,4,2,1,28
11,0,11,7,10,11
2,6,9,9,2,20
6,6,10,2,3,20
3,4,4,5,7,31
0,5,9,6,3,17
3,2,4,7,6,30
11,1,5,11,434,15
