75,5,50
106,335,357,875,136
5,11,13,8,0,22
4,0,1,6,0,19
1,12,13,12,6,40
1,11,5,2,4,50
5,12,10,6,7,41
3,6,8,6,12,6
10,12,5,13,3,21
1,13,7,2,2,18
2,4,2,7,6,48
5,0,5,4,2,5
1,9,4,2,11,37
8,9,9,9,4,11
12,13,3,7,0,23
0,0,3,4,10,38
0,3,1,10,13,27
10,9,5,9,0,45
13,13,11,2,3,29
9,0,6,1,3,1
12,1,8,11,2,13
10,2,2,9,9,38
10,11,3,7,6,49
9,12,12,6,11,13
10,13,6,5,10,30
3,9,6,12,0,14
5,9,1,5,9,42
6,2,12,10,10,44
11,1,13,10,4,3
6,5,6,2,13,19
7,0,11,4,1,37
8,11,1,1,3,6
1,0,10,0,6,15
2,3,1,2,5,19
10,2,10,0,5,47
5,11,13,5,1,0
3,11,11,3,2,10
4,2,1,10,3,46
5,13,8,11,2,16
5,13,13,10,1,36
8,10,5,5,9,16
12,4,7,2,7,36
3,4,1,11,6,44
1,7,13,1,7,1
2,8,11,1,7,10
11,8,2,6,8,30
6,1,11,12,13,37
13,11,3,11,12,0
10,3,5,8,12,45
2,8,5,10,4,40
9,1,1,11,4,11
8,11,6,0,11,24
6,13,6,11,12,16
9,6,0,0,11,1
9,7,5,6,3,5
12,2,12,3,12,40
10,1,7,13,4,27
1,6,7,3,3,6
5,12,10,13,8,10
9,1,2,9,12,26
1,3,12,9,0,33
10,9,13,6,10,8
2,8,8,12,4,43
0,13,7,3,6,16
7,0,2,11,3,11
5,9,8,4,4,30
6,2,13,11,9,0
11,13,13,6,1,10
8,11,3,12,2,19
6,12,12,1,0,31
10,7,3,12,10,20
6,7,7,0,6,2
1,3,8,0,6,8
3,8,6,6,2,23
10,12,8,9,5,17
2,9,0,9,11,1
12,13,9,10,3,23
