65,4,50
86,237,858,447
5,0,11,3,41
11,14,12,2,24
7,11,13,10,1
10,8,15,5,22
5,12,9,10,36
8,4,3,12,27
15,5,5,1,15
4,5,6,5,12
2,3,2,13,4
0,10,9,4,36
0,0,1,0,21
7,0,9,0,15
13,7,8,5,39
2,4,1,0,37
6,14,15,14,48
5,2,13,11,12
15,10,1,3,44
4,12,8,6,23
4,14,0,6,38
4,13,10,10,30
15,9,9,1,40
10,11,12,1,22
0,1,1,5,15
13,1,1,12,6
5,11,6,11,11
7,4,10,5,38
2,15,10,1,40
6,14,0,8,23
14,10,1,10,50
4,3,7,4,13
9,11,5,13,13
1,12,3,7,45
0,1,3,1,50
14,6,3,1,17
1,3,1,10,29
6,9,13,3,14
0,5,13,11,23
4,10,10,5,32
2,11,6,15,32
14,3,8,0,19
1,8,13,4,44
1,9,12,0,16
9,12,11,12,9
1,6,9,10,49
15,11,13,6,43
6,1,0,1,34
12,8,6,10,41
2,7,6,15,20
13,4,13,6,12
11,8,4,9,5
10,1,3,7,45
9,2,11,14,18
11,0,3,1,39
6,14,7,12,28
1,11,9,1,37
1,1,11,15,41
11,11,1,0,19
13,4,10,9,18
4,15,9,0,0
2,14,4,4,27
6,13,8,3,14
9,11,3,11,3
12,1,7,8,14
1,9,6,0,41
10,6,12,12,12
