75,6,50
450,875,791,864,377,456
3,1,4,4,11,13,1
1,12,5,7,2,10,12
8,3,2,9,10,9,50
2,13,5,8,4,2,46
6,9,11,2,12,7,21
12,8,12,12,13,7,6
10,12,8,13,10,7,39
1,1,2,12,8,4,47
1,0,0,2,10,13,16
5,1,2,5,1,1,45
3,1,7,5,2,8,21
7,10,12,8,10,1,16
6,0,0,1,4,10,2
11,9,4,13,8,6,49
4,9,4,12,0,8,16
8,6,5,9,13,5,36
8,3,7,13,11,6,48
7,11,7,12,5,11,20
0,6,9,10,13,0,24
5,3,12,5,11,2,7
5,1,10,10,13,0,9
4,10,6,10,13,8,39
2,10,2,2,3,0,18
5,4,2,8,5,4,5
1,3,13,3,3,1,42
13,0,1,1,9,5,49
11,4,11,10,0,8,28
10,9,4,11,10,10,18
10,8,13,8,11,12,0
2,5,7,13,2,9,45
0,2,7,2,0,9,24
6,1,6,4,10,5,15
9,2,6,5,13,5,22
10,5,2,3,6,4,24
6,9,9,3,12,12,13
0,0,0,9,5,12,24
3,7,10,3,10,10,33
4,5,0,10,12,5,26
10,4,2,11,2,4,5
2,4,6,13,3,2,19
8,1,2,4,8,7,18
9,2,10,6,11,0,20
5,2,12,13,11,11,48
5,10,9,4,7,11,49
5,0,11,8,12,10,48
1,9,6,4,4,3,5
11,12,12,7,11,3,38
9,7,0,8,1,3,17
9,1,2,9,6,3,2
6,1,8,4,1,7,25
10,0,11,2,13,12,9
10,6,2,6,6,2,35
5,4,4,3,13,1,32
0,13,4,5,9,13,18
6,3,3,5,3,10,19
1,11,6,4,6,0,15
11,9,13,4,7,7,34
6,9,6,12,1,4,15
11,11,0,1,6,4,46
5,3,13,4,8,9,48
13,7,12,9,1,6,39
6,12,8,11,5,6,14
13,6,6,1,12,1,34
5,1,4,2,4,11,3
6,6,7,5,12,0,36
12,8,5,2,2,7,49
3,12,2,12,13,4,24
11,13,0,7,10,5,2
10,5,10,6,10,0,44
2,13,12,9,7,10,11
1,12,8,13,11,4,31
13,3,10,11,8,2,0
11,12,1,7,13,9,10
9,8,9,1,8,0,46
0,10,11,12,10,885,4
